HVMID,cn_name,pinyin_name,en_name,latin_name,Properties,Meridians,UsePart,Function,Indication,Toxicity,Clinical_manifestations,Therapeutic_en_class,Therapeutic_cn_class,HERB_id,TCMID_id,TCM_ID_id,SymMap_id,TCMSP_id
HVM3844,向日葵籽,XIANG RI KUI ZI,Sunflower Seed,Helianthus annuus,,,seed,"To outthrust papules, check dysentery, outthrust welling abscess and pus.","Blood dysentery, welling abscess with pus swelling.",,,,,HERB006042,,3071.0,,
HVM3845,香肉,XIANG ROU,Elephant Meat,Elephas maximus,,,meat,,Bald sores.,,,,,HERB006043,,7197.0,,
HVM3846,香肉果,XIANG ROU GUO,Edible Casimiroa,Casimiroa edulis,,,,,,,,,,HERB006044,,5443.0,,
HVM3847,香薷,XIANG RU,all-grass of Haichow Elsholtzia,Herba Elsholtziae,Minor Warm; Pungent,,aerial parts,1. To promote diaphoresis and release the exterior; 2. To resolve dampness and harmonize the spleen and stomach; 3. To promote water metabolism and release edema,"Fever, aversion of cold, headache, absence of sweating, abdominal pain, vomiting and diarrhea, edema and inhibited urination, beriberi.",,1. Its volatile oil causes dilation and congestion of renal blood vessels and exerts a diuretic effect.2. Expectorant.3. Virostatic. Its decoction(1:20) inhibits the growth of ECHO11 virus.,Pungent-Warm Exterior-Releasing Medicinal,辛温解表药,HERB006045,SMHB00435,5284.0,435.0,758.0
HVM3848,香丝草,XIANG SI CAO,Bona Conyza,Conyza bonariensis,,,whole herb,"To clear heat and resolve toxin, eliminate damp and relieve pain, stanch bleeding.","Common cold, malaria, rheumatic arthritis, swelling and pus of sores, bleeding due to external injury.",,,,,HERB006046,,7223.0,,
HVM3849,相思藤,XIANG SI TENG,Coralhead Plant Vine,Abrus precatorius,,,stem-leaf,"To clear heat and resolve toxin, disinhibit urine.","Common cold, swelling pain in throat, lung heat cough, mammary welling abscess, sore and boil, hepatitis.",,,,,HERB006047,,4160.0,,
HVM3850,相思子,XIANG SI ZI,Abrus Precatorius L.,,,,ripe seed,,"Vomiting, welling abscess, parotitis, scab and lichen, wind-damp bone pain.",,,Antipyretic Detoxicate Drugs,清热解毒药,HERB006048,SMHB00431,7351.0,431.0,
HVM3851,相思子根,XIANG SI ZI GEN,Radix Abri precatorii,,,,,,,,,,,HERB006049,,4953.0,,
HVM3852,香唐松草,XIANG TANG SONG CAO,Tibetan Meadowrue,Thalictrum foetidum,,,root and rhizome,"To clear heat and dry damp, resolve toxin.","Damp-heat dysentery, jaundice, red eyes with gall, swollen welling abscess, sore and boil, wind-damp-heat impediment.",,,,,HERB006050,,1568.0,,
HVM3853,铁筷子,XIANG TIE KUAI ZI,Odorous Hellebore,Helleborus odorus,,,,,,,,,,HERB006051,,8001.0,,
HVM3854,香蕈,XIANG XUN,Champignon,Lentinus edodes,,,sporocarp,"To fortify spleen and promote digestion, dispel wind and outthrust papules, rectify qi and transform phlegm, resolve toxin, anticancer.","Weakness of rigth qi , fatigued spirit and hypodynamia, torpid intake, indigestion, blood vacuity, rickets, hypertension, hyperlipemia, chronic hepatitis, night sweating, urinary incontinence, edema, non-eruption of measles, urticaria, carcinoma.",,,,,HERB006053,,7432.0,,
HVM3855,象牙海岸格木,XIANG YA HAI AN GE MU,Ivory Coast Erythrophleum,Erythrophleum ivorense,,,,,,,,,,HERB006054,,6152.0,,
HVM3856,香橼,XIANG YANG,Korea Poplar,Populus koreana,,,,,,,,,,HERB006055,SMHB00436,4649.0,,
HVM3857,杨梅,XIANG YANG MEI,Bog-myrtle,Myrica gale,,,,,,,,,,HERB006056,,4392.0,,
HVM3858,香叶,XIANG YE,Roce Pelargonium,Pelargonium graveolens,,,whole herb,"To dispel wind and eliminate damp, move qi and relieve pain, kill worms.","Rheumatism, mounting qi, scrotal eczema, scab and lichen.",,,,,HERB006057,,2812.0,,
HVM3859,响叶杨,XIANG YE YANG,Chinese Aspen,Populus adenopoda,,,"root cortex, bark or leaf","To dispel wind and relieve pain, quicken blood and free network vessels.","Wind-damp impediment pain, paralysis in limbs, decayed toothache, static blood pain due to injury.",,,,,HERB006058,,4435.0,,
HVM3860,香橼,XIANG YUAN,Citri Fructus,,,,,,See Citrus medica .,,,Qi Regulating Drugs,理气药,HERB006061,SMHB00436,5423.0,436.0,759.0
HVM3861,香橼汁,XIANG YUAN ZHI SHI,Wilson Orange Young Fruit,Citrus wilsonii,,,young fruit,See Citrus aurantium.,See Citrus aurantium.,,,,,HERB006062,,1769.0,,
HVM3862,香樟,XIANG ZHANG,Yellow Cinnamon,Cinnamomum parthenoxylum [Syn. Cinnamomum porrectum ],,,"root, bark or leaf","To dispel wind and dissipate cold, warm center and relieve pain, move qi and quicken blood.","Wind-cold common cold, wind-damp impediment pain, stomach cold abdominal pain, diarrhea, dysentery, knocks and falls, menstrual disorder.",,,,,HERB006063,,7000.0,,
HVM3863,香樟根,XIANG ZHANG GEN,Radix Cinnamomi camphorae,,,,,,,,,,,HERB006064,,4940.0,,
HVM3864,香樟木,XIANG ZHANG MU,stem of Yellow cinnamon,Ligum Cinnamomi Camphorae,Warm; Slightly Pungent,Spleen; Stomach,Cinnamomum porrectum(Roxb.) Kosterm,,,,,,,HERB006065,,1441.0,,760.0
HVM3865,香脂冷杉,XIANG ZHI LENG SHAN,Balsam Fir,Abies balsamea,,,,,,,,,,HERB006066,,3948.0,,
HVM3866,香子兰,XIANG ZI LAN,Vanilla,Vanilla planifolia,,,whole herb,To clear heat and resolve toxin.,Poisonous snake bites.,,,,,HERB006067,,5456.0,,
HVM3867,香附,XIANH FU,,,,,,,,,,,,HERB006068,SMHB00432,4546.0,,
HVM3868,小八角莲,XIAO BA JIAO LIAN,Dwarf Many-flowered May-apple,Dysosma difformis,,,root and rhizome,"To transform phlegm and dissipate binds, dispel stasis and relieve pain, clear heat and resolve toxin.","Swelling pain in throat, swollen welling abscess, clove sore, pneumonia, parotitis, poisonous snake bite, scrofula, knocks and falls.",,,,,HERB006069,,5581.0,,
HVM3869,小百部,XIAO BAI BU,Officinal Asparagus,Asparagus officinalis,,,tuberoid,"To warm lung, suppress cough, kill worms.","Wind-cold common cold, pertussis, tuberculosis, senile cough and asthma, scab and lichen.",,,,,HERB006070,,5678.0,,
HVM3870,小檗,XIAO BO,Amur Barberry,Berberis amurensis,,,root and branchlet,"To clear heat and dry damp, resolve toxin.","Enteritis, dysentery, chronic cholecystitis, acute hepatitis, chronic hepatitis, bacillary dysentery, infection of upper respiratory tract, urinary tract infection, leukopenic complications of carcinoma, innominate toxin swelling, erysipelas, eczema, red eyes, mouth sore.",,,,,HERB006072,,8068.0,,1066.0
HVM3871,小草乌,XIAO CAO WU,Yunnan Larkspur,Delphinium yunnanense,,,tuberoid,"To dispel wind-damp, relieve pain, settle fright.","Wind-cold-damp impediment, stomachache, epilepsy, infant fright wind, knocks and falls.",,,,,HERB006074,,4146.0,,
HVM3872,小巢菜,XIAO CHAO CAI,Pigeon Vetch,Vicia hirsuta,,,whole herb,"To resolve exterior and disinhibit damp, regulate menstruation and stanch bleeding.","Jaundice, malaria, menstrual disorder, nosebleed(epistaxis), Vaginal discharge.",,,,,HERB006075,,3151.0,,
HVM3873,小车前,XIAO CHE QIAN,all-grass of Little Plantain,Herba Plantaginis minutae,Cold; Sweet,Stomach; Liver; Kidney,Plantago minuta pall,,,,,,,HERB006076,,5265.0,,761.0
HVM3874,小甘草,XIAO GAN CAO,Root of Ural Licorice,Radix Glycyrrhizae,Mild; Sweet,Lung; Spleen; Stomach; Heart,Glycyrrhiza uralensis Fisch; Glycyrrhiza inflate Bat.;Glycyrrhiza glabra L.,"Treatment of weakness of the spleen and the stomach marked by lassitude and weakness, cardiac palpitation and shortness of breath, cough with much phlegm , spasmodic pain in the epigastrium, abdomen and limbs, carbuncles and sores. It is often used for reducing the toxic or drastic actions of other drugs.Radix Glycyrrhizae (processed with honey) Weakness of the spleen and the stomach with lassitude and lack of strength, arrhythmia.","1. Its decoction can inhibit intestinal smooth muscles of rabbins in vitro, but glycyrrhizin and glycyrrhetinic acid have no this effect.2. Possessing an adrenocorticomimetic effect.3. Its extract and glycyrrhizin exerts a detoxifying effect.4. Antitussive and antiasthmatic. 5. Glycyrrhizin has anti-inflammatory effect similar to hydrocortisone.",,"1. Its decoction can inhibit intestinal smooth muscles of rabbins in vitro, but glycyrrhizin and glycyrrhetinic acid have no this effect.2. Possessing an adrenocorticomimetic effect.3. Its extract and glycyrrhizin exerts a detoxifying effect.4. Antitussiv",For tonifying weakness,补虚,HERB006082,SMHB00133,5791.0,,762.0
HVM3875,小根葱,XIAO GEN CONG,,,,,,,,,,,,HERB006083,,2164.0,,
HVM3876,小果咖啡,XIAO GUO KA FEI,Arabian Coffeetree Equivalent plant: Coffea liberica,Coffea arabica,,,seed,"To arouse spirit, disinhibit urine, fortify stomach.","Fatigued spirit, inappetence.",,,,,HERB006085,,2131.0,,
HVM3877,小果蔷薇根,XIAO GUO QIANG WEI GEN,Smallfruit Rose,Rosa cymosa,,,root,"To dissipate stasis, stanch bleeding, disperse swelling, resolve toxin.","Bleeding due to external injury, knocks and falls, menstrual disorder [=menoxenia], prolapse of uterus, hemorrhoids, wind-damp pain, diarrhea, dysentery.",,,,,HERB006087,,5945.0,,
HVM3878,小果十大功劳,XIAO GUO SHI DA GONG LAO,Bodinier Mahonia,Mahonia bodinieri,,,,,,,,,,HERB006088,,2622.0,,
HVM3879,小果唐松草,XIAO GUO TANG SONG CAO,Smallfruit Meadowrue,Thalictrum microgynum,,,root,"To clear heat and resolve toxin, disinhibit damp.","Yellow swelling in whole body, yellow eyes, knocks and falls.",,,,,HERB006089,,1736.0,,
HVM3880,小果香草,XIAO GUO XIANG CAO,Smallfruit Loosestrife,Lysimachia microcarpa,,,whole herb,"To diffuse lung and resolve exterior, relieve cough and calm asthma.","Common cold, cough, asthma.",,,,,HERB006090,,8065.0,,
HVM3881,小果野蕉,XIAO GUO YE JIAO,Acuminate Banana,Musa acuminata,,,,,,,,,,HERB006091,,7208.0,,
HVM3882,小果芸香,XIAO GUO YUN XIANG,Smallfruit Rue,Ruta microcarpa,,,,,,,,,,HERB006093,,6934.0,,
HVM3883,小黑羊,XIAO HEI YANG,Slamm Black Poplar,Populus xiaohei,,,,,,,,,,HERB006096,,1186.0,,
HVM3884,小红蒜,XIAO HONG SUAN,American Eleutherine,Eleutherine americana,,,,,,,,,,HERB006098,,4574.0,,
HVM3885,小花八角,XIAO HUA BA JIAO,Illicium micranthum Dunn,,,,,,,,,,,HERB006099,,4154.0,,
HVM3886,小花八角枫,XIAO HUA BA JIAO FENG,Radix et Folium Alangii faberi,,,,,,,,,,,HERB006100,,2772.0,,
HVM3887,小花盾叶薯蓣,XIAO HUA DUN YE SHU YU,Smallflower Yam,Dioscorea parviflora,,,rhizome,"To clear heat and resolve toxin, quicken blood and disperse swelling.","Swelling toxin of welling abscess and boil, soft tissue sprain, bee sting, insect bites.",,,,,HERB006101,,1107.0,,
HVM3888,小花风毛菊,XIAO HUA FENG MAO JU,Smallflower Saussurea,Saussurea parviflora,,,,,,,,,,HERB006102,,2913.0,,
HVM3889,小花黄堇,XIAO HUA HUANG JIN,Racemose Corydalis,Corydalis racemosa,,,whole herb or root,"To clear heat and disinhibit damp, resolve toxin and kill worms.","Damp-heat diarrhea, dysentery, jaundice, red eyes with gall, otitis media, sore toxin, scab and lichen, poisonous snake bite.",,,,,HERB006104,,4207.0,,
HVM3890,小花酸藤子,XIAO HUA SUAN TENG ZI,Smallflower Embelia,Embelia parviflora,,,root or vine,"To supplement blood, quicken blood, strengthen lumbus and knees.","Blood vaculty, menstrual disorder, amenorrhea, postpartum vacuity weakness, aching in lumbus and legs, fracture due to knocks and falls.",,,,,HERB006112,,1174.0,,
HVM3891,小花五味子,XIAO HUA WU WEI ZI,Smallflower Magnoliavine,Schisandra micrantha,,,root,"To dispel wind and disinhibit damp, rectify qi and quicken blood.","Wind-damp bone pain, knocks and falls, stomachache, menstrual disorder, nephritis.",,,,,HERB006113,,2709.0,,
HVM3892,小黄牡蒿,XIAO HUAN MU HAO,Artemisia eriopoda,,,,,,,,,,,HERB006118,,3185.0,,
HVM3893,小黄花菜,XIAO HUANG HUA CAI,Hemerocallis minor Mill,,,,,,,,,,,HERB006119,,8032.0,,
HVM3894,小茴香,XIAO HUI XIANG,fennel fruit,fructus Foeniculi,Warm; Pungent,Spleen; Stomach; Liver; Kidney,,1. To dispel cold and stop pain; 2. To regulate qi and harmonize the stomach,"1. An active component, anisaldehyde, in creases the effect of streptomycin on experimental tuberculosis in mice.2. Accelerating gastrointestinal peristalsis, and promoting eliminating of flatus.3. Eliminating phlegm.",,"1. An active component, anisaldehyde, in creases the effect of streptomycin on experimental tuberculosis in mice.2. Accelerating gastrointestinal peristalsis, and promoting eliminating of flatus.3. Eliminating phlegm.",Warming Interior Drugs,温里药,HERB006121,SMHB00437,6331.0,437.0,763.0
HVM3895,小蓟,XIAO JI,Field Thistle Herb,Herba Cirsii;Herba Cirsii segeti,Cool; Sweet; Bitter,Liver; Heart,whole herb or root,"To arrest bleeding by reducing heat in blood, and to remove blood stasis and induce the subsidence of swelling.","Coughing of blood, blood ejection, spontaneous external bleeding, hematuria, blood strangury, hematochezia, blood dysentery, flooding and spotting, bleeding due to external injury, swelling toxin of welling abscess and flat abscess.",,"1. Its decoction exerts a hypertensive effect, which may be synergetic by cocaine or ephedrine and antagonized by ergotoxine.2. Vasoconstrictive and hemostatic.3. Its decoction inhibits the growth of Staphylococcus aureus.",Blood-Cooling Hemostatic Medicinal,凉血止血药,HERB006122,SMHB00438,1801.0,438.0,764.0
HVM3896,小箭草,XIAO JIAN CAO,Bulbiferous Stonecrop,Sedum bulbiferum,,,whole herb,"To clear heat and resolve toxin, cool blood and stanch bleeding, interrupt malaria.","Heat toxin swollen welling abscess, gum swelling and pain, poisonous snake bite, bleeding due to blood heat, bleeding due to external injury, malaria.",,,,,HERB006123,,7637.0,,
HVM3897,小脚海罂粟,XIAO JIAO HAI YING SU,Black-spot Hornpoppy,Glaucium corniculatum,,,,,,,,,,HERB006124,,4885.0,,
HVM3898,小接筋草,XIAO JIE JIN CAO,Selago-like Climbing Fern,Huperzia selago [Syn. Lycopodium selago ],,,whole herb,"To dispel wind and eliminate damp, disperse swelling and relieve pain, stanch bleeding.","Wind-damp impediment pain, knocks and falls, bleeding due to external injury, urticaria.",,,,,HERB006126,,7018.0,,
HVM3899,小金盏花,XIAO JIN ZHAN HUA,Field Marigold,Calendula arvensis,,,whole herb or flower,To clear heat and stanch bleeding.,"Intestinal wind bleeding, bleeding from hemorrhoids.",,,,,HERB006127,,4712.0,,
HVM3900,小喇叭,XIAO LA BA,Verticillate Cladonia,Cladonia verticillata,,,herb,To cool blood and stanch bleeding.,"Cough, bleeding due to external injury, scalds.",,,,,HERB006129,,8190.0,,
HVM3901,小连翘,XIAO LIAN QIAO,Erect StJohn’swort,Hypericum erectum,,,whole herb,"To regulate menstruation and stanch bleeding, dissipate stasis and relieve pain, resolve toxin and disperse swelling.","Blood ejection, hemoptysis, spontaneous external bleeding, hematochezia, flooding and spotting, bleeding due to external injury, menstrual disorder, postpartum galactostasis, knocks and falls, pain in joints due to rheumatalgia, swelling toxin of sore and boil, poisonous snake bite.",,,,,HERB006130,,5890.0,,
HVM3902,小龙也阔苞菊,XIAO LONG YE KUO BAO JU,Dracunculi-leaf Pluchea,Baccharis dracunculifolia,,,,,,,,,,HERB006131,,5094.0,,
HVM3903,小麦,XIAO MAI,Wheat,Triticum aestivum [Syn. Triticum vulgare ],Cool; Sweet,Spleen; Heart; Kidney,seed,"To nourish heart, boost kidney, eliminate heat, allay thirst.","Visceral agitation, heat vexation, diabetes mellitus, diarrhea, swollen welling abscess, bleeding due to external injury, scalds.",,,,,HERB006133,,6927.0,,765.0
HVM3904,小茅香,XIAO MAO XIANG,,,,,,,,,,,,HERB006134,,961.0,,
HVM3905,小米草,XIAO MI CAO,Meadow Eyebright,Euphrasia officinalis,,,whole herb,"To clear heat and resolve toxin, disinhibit urine.","Febrile diseases thirst, headache, lung heat cough, swelling pain in throat, heat strangury, inhibited urination, mouth sore, swollen welling abscess.",,,,,HERB006136,,7156.0,,
HVM3906,小木麻黄,XIAO MU MA HUANG,Small Beefwood,Casuarina stricta,,,,,,,,,,HERB006137,,5910.0,,
HVM3907,香排草,XIAO PAI CAO,all-grass of Sikok,Radix et Rhizoma Anisochili,Warm; Pungent,,Lysimachia sikokiana Miq,,,,,,,HERB006138,,1979.0,,766.0
HVM3908,小婆婆纳,XIAO PO PO NA,Thymeleaf Speedwell,Veronica serpyllifolia,,,whole herb,"To quicken blood and dissipate stasis, stanch bleeding, resolve toxin.","Knocks and falls, menstrual disorder, bleeding due to external injury, mouth sore, burns and scalds.",,,,,HERB006139,,2041.0,,
HVM3909,小乔木紫金牛,XIAO QIAO MU ZI JIN NIU,Small-tree Ardisia,Ardisia arborescens,,,stem cortex,"To resolve exterior and allay fever, diffuse lung and calm panting, quicken blood and dissipate stasis.","Common cold with fever, asthma and abundant phlegm, menstrual disorder, postpartum persistent flow of lochia.",,,,,HERB006140,,5289.0,,
HVM3910,小青皮,XIAO QING PI,Green Tangerine Peel,Pericarpium Citri Reticulatae Viride,Warm; Pungent; Bitter,Stomach; Liver; Gallbladder,Citrus reticulate Blanco,"Treatment of distending pain in the chest and costal regions, hernia, mass formation in the breast, mastitis, abdominal pain due to retention of undigested food.","1. Its component limonene is an expectorant and antiasthmatic.2. Its decoction relaxes the smooth muscle of intestines, stomach, gallbladder and uterus.",,"1. Its component limonene is an expectorant and antiasthmatic.2. Its decoction relaxes the smooth muscle of intestines, stomach, gallbladder and uterus.",Regulation of qi,理气,HERB006141,SMHB00330,2758.0,,767.0
HVM3911,肖乳香,XIAO RU XIANG,Brazilian Peppertree,Schinus terebinthifolius,,,,,,,,,,HERB006144,,6982.0,,
HVM3912,小三颗针,XIAO SAN KE ZHEN,Radix Berberides wilsoneae,,,,,,,,,,,HERB006145,,5647.0,,
HVM3913,小沙冬青,XIAO SHA DONG QING,Small Piptanthus,Piptanthus nanus,,,stem-leaf,See Ammopiptanthus mongolicus.,See Ammopiptanthus mongolicus.,,,,,HERB006146,,5089.0,,
HVM3914,小舌紫菀,XIAO SHE ZI WAN,Smallligulatecorolla Aster,Aster albescens,,,,,,,,,,HERB006148,,2769.0,,
HVM3915,硝石,XIAO SHI,saltpeter,Niter,Extreme Cold; Pungent; Bitter; Salty,Large Intestine; Stomach,,,,,,,,HERB006149,,6088.0,,768.0
HVM3916,小唐松草,XIAO TANG SONG CAO,,,,,,,,,,,,HERB006150,,3226.0,,
HVM3917,小通草,XIAO TONG CAO,Stachyurus or Japanese Helwingia Pith,Medulla Stachyuri Medulla Helwingiae,,,,"To remove heat, to cause diuresis, and to promote lactation.","Treatment of oliguria, urinary infection, galactostasis.",,,Diuretic Dampness Excreting Drugs,利水渗湿药,HERB006151,SMHB00439,7567.0,439.0,1067.0
HVM3918,小偷堆心菊,XIAO TOU DUI XIN JU,Littlehead Sneezeweed,Helenium microcephalum,,,,,,,,,,HERB006152,,5128.0,,
HVM3919,小乌毛蕨,XIAO WU MAO JUE,Minus Hard-fern,Blechnum minus,,,,,,,,,,HERB006155,,1649.0,,
HVM3920,苍耳,XIAO XI CANG ER,Ripply Cocklebur,Xanthium riparium,,,,,,,,,,HERB006156,,6060.0,,
HVM3921,小萱草根,XIAO XUAN CAO GEN,Small Yellow Daylily,Hemerocallis minor,,,root,See Hemerocallis fulva.,See Hemerocallis fulva.,,,,,HERB006160,,2757.0,,
HVM3922,小叶梣,XIAO YE CEN,Bunga Ash Bark,Fraxinus bungeana,,,bark,See Fraxinus rhynchophylla .,See Fraxinus rhynchophylla .,,,,,HERB006162,,3726.0,,
HVM3923,小叶贯众,XIAO YE GUAN ZHONG,Matteuccia Frond,Matteuccia struthiopteris,,,rhizome,"To clear heat and resolve toxin, kill worms, stanch bleeding.","Febrile diseases macular eruption, parotitis, damp-heat sore toxin, abdominal pain due to ascariasis, oxyuria disease, red dysentery and bloody stool, hematuria, blood ejection, spontaneous external bleeding, flooding and spotting [=metrorrhagia and metrostaxis].",,,,,HERB006166,,8078.0,,
HVM3924,小叶黑柴胡,XIAO YE HEI CHAI HU,Smallleaf Black Thorowax,Bupleurum smithii var. parvifolium,,,root,See Bupleurum chinense.,See Bupleurum chinense.,,,,,HERB006167,,1322.0,,
HVM3925,小叶红光树,XIAO YE HONG GUANG SHU,Small-leaf Knema,Knema globularia,,,,,,,,,,HERB006168,,1691.0,,
HVM3926,小叶黄杨,XIAO YE HUANG YANG,Small-leaved Box,Buxus microphylla,,,,,,,,,,HERB006171,,2842.0,,
HVM3927,小野鸡尾,XIAO YE JI WEI,Japanese Clave Fern,Onychium japonicum [Syn. Tricomanes japonicum],,,whole herb or leaf,"To clear heat and resolve toxin, disinhibit damp, stanch bleeding.","Wind-heat common cold, cough, sore pharynx, diarrhea, dysentery, dribbling pain of urination, damp-heat jaundice, blood ejection, coughing of blood, hematochezia, bleeding from hemorrhoids, hematuria, sore toxin, knocks and falls, poisonous snake bites, burns and scalds.",,,,,HERB006172,,4471.0,,
HVM3928,小叶九里香,XIAO YE JIU LI XIANG,Littleleaf Common Jasminorange,Murraya paniculata var. exotica,,,leaf and branchlet,See Murraya paniculata.,See Murraya paniculata.,,,,,HERB006173,,5293.0,,
HVM3929,小野菊,XIAO YE JU HAO,Small-leaf Tansy,Tanacetum microphyllum,,,,,,,,,,HERB006174,,5448.0,,
HVM3930,小叶莲,XIAO YE LIAN,Common Sinopodophyllum Fruit,Fructus Podophylli,Mild; Sweet,,Podophyllum ernodi Wall.,"Treatment of amenorrhea due to blood stasis, difficult labour, missed labour, retention of placenta.","Treatment of amenorrhea due to blood stasis, difficult labour, missed labour, retention of placenta.",Toxic,,,,HERB006175,,4489.0,,769.0
HVM3931,小叶买麻藤,XIAO YE MAI MA TEMG,,,,,,,,,,,,HERB006177,,6819.0,,
HVM3932,小叶荬麻藤,XIAO YE MAI MA TENG,Smallleaf Jointfir,Gnetum parvifolium [Syn. Gnetum indicum ],,,"stem, leaf or root","To dispel wind and eliminate damp, stanch bleeding and dissipate stasis, relieve cough and transform phlegm.","Wind-damp impediment pain, lumbago, crane’s knee wind, knocks and falls, ulcerative bleeding, chronic trachitis.",,,,,HERB006178,,3054.0,,
HVM3933,小叶枇杷,XIAO YE PI PA,Savoury Rhododendron,Rhododendron anthopogonoides,,,leaf,"To dispel phlegm, relieve cough, calm asthma.","Cough, asthma, abundant phlegm.",,,,,HERB006179,,1747.0,,
HVM3934,小野球果紫堇,XIAO YE QIU GUO ZI JIN,,,,,,,,,,,,HERB006180,,6287.0,,
HVM3935,小叶悬钩子,XIAO YE XUAN GOU ZI,Small-leaf Raspberry,Rubus taiwanicolus,,,,,,,,,,HERB006184,,2889.0,,
HVM3936,小叶杨,XIAO YE YANG,Simon Poplar,Populus simonii,,,bark,"To dispel wind and quicken blood, clear heat and disinhibit damp.","Wind-damp impediment pattern, painful swelling from knocks and falls, lung heat cough, dribbling urination, mouth sore, toothache, dysentery, leg qi , ascariasis.",,,,,HERB006185,,2415.0,,
HVM3937,小叶野决明,XIAO YE YE JUE MING,Chinese Thermopsis,Thermopsis chinensis,,,root or seed,To clear heat and brighten eyes.,Red eyes with gall.,,,,,HERB006186,,2274.0,,
HVM3938,小野芝麻,XIAO YE ZHI MA,China Weasel-snout,Galeobdolon chinense [Syn. Lamium chinense],,,tuberoid,To stanch bleeding.,Bleeding due to external injury.,,,,,HERB006188,,2024.0,,
HVM3939,小芸木,XIAO YUN MU,Entire Micromelum,Micromelum integerrimum,,,"root, bark and leaf","To course wind and resolve exterior, warm center and move qi, dissipate stasis and disperse swelling.","Influenza, common cold with cough, stomachache, wind-damp impediment pain, painful swelling from knocks and falls, fracture.",,,,,HERB006189,,3142.0,,
HVM3940,小猪屎豆,XIAO ZHU SHI DOU,Small Rattle-box,Crotalaria nana,,,,,,,,,,HERB006190,,4332.0,,
HVM3941,薤白,XIE BAI,bulb of longstamen onion,Bulbus Allii Macrostemi,Warm; Pungent; Bitter,Lung; Large Intestine; Stomach,bulb,"To remove the retained phlegm from the chest, promote the flow of qi and relieve its stagnation.","Chest impediment, phlegm-rheum cough asthma, diarrhea and tenesmus.",,,Qi Regulating Drugs,理气药,HERB006191,SMHB00440,6621.0,440.0,770.0
HVM3942,缬草,XIE CAO,"Common Valeriana Equivalent plant: Valeriana officinalis var latifolia, Valeriana amurensis",Valeriana officinalis,,,root and rhizome,"To quiet heart and spirit, dispel wind-damp, move qi- blood, relieve pain.","Disquieted heart spirit, palpitation and insomnia, mania and withdrawal, visceral agitation, wind-damp impediment pain, distending pain in stomach duct, dysmenorrhea, amenorrhea, knocks and falls.",,,,,HERB006192,,6137.0,,
HVM3943,斜基粗叶木,XIE JI CU YE MU,Wallich Lasianthus,Lasianthus wallichii,,,,,,,,,,HERB006194,,2722.0,,
HVM3944,斜茎獐牙菜,XIE JING ZHANG YA CAI,Spreading Swertia,Swertia patens,,,whole herb,"To warm center and relieve pain, fortify spleen and disperse accumulation.","Infant common cold, spasmodic abdominal pain, child gan accumulation, indigestion.",,,,,HERB006195,,2505.0,,
HVM3945,楔叶泽兰,XIE YE ZE LAN,Cuneateleaf Eupatorium,Eupatorium cuneifolium,,,,,,,,,,HERB006201,,5319.0,,
HVM3946,新豉,XIN CHI,Fresh soybean,Semen Sojae,Cold; Pungent; Sweet; Slightly Bitter,Lung; Stomach,Glycine max (L.) Merr.,"Treatment of chills, fever and headache in colds and influenza, vexation, oppressed feeling in the chest and insomnia.","Treatment of chills, fever and headache in colds and influenza, vexation, oppressed feeling in the chest and insomnia.",,,For relieving exterior syndrome,解表,HERB006204,,8037.0,,771.0
HVM3947,心肺草,XIN FEI CAO,Caucasian Comfrey,Symphytum caucasicum,,,,,,,,,,HERB006205,,4840.0,,
HVM3948,新疆贝母,XIN JIANG BEI MU,Sinkiang Fritillary,Fritillaria walujewii,,,bulb,See Fritillaria pallidiflora.,See Fritillaria pallidiflora.,,,,,HERB006207,,5022.0,,
HVM3949,新疆党参,XIN JIANG DANG SHEN,Clematis Asiabell,Codonopsis clematidea,,,root,See Codonopsis pilosula.,See Codonopsis pilosula .,,,,,HERB006208,,6062.0,,
HVM3950,新疆藁本,XIN JIANG GAO BEN,Vaginate Hemlockparsley,Conioselinum vaginatum,,,rhizome,"To dispel wind and eliminate damp, dissipate cold and relieve pain.","Wind-cold common cold, headache, wind-cold-damp impediment, cold-damp abdominal pain, diarrhea, scab and lichen, acne.",,,,,HERB006209,,3369.0,,
HVM3951,新疆蓝刺头,XIN JIANG LAN CI TOU,Sinkiang Globethistle,Echinops ritro,,,root,See Rhaponticum uniflorum .,See Rhaponticum uniflorum .,,,,,HERB006210,,5572.0,,
HVM3952,新疆杨,XIN JIANG YANG,Sinkiang Poplar,Populus alba var. pyramdalis,,,,,,,,,,HERB006211,,4802.0,,
HVM3953,新疆一支蒿,XIN JIANG YI ZHI HAO,Rock Wormwood,Artemisia rupestris,,,whole herb,"To dispel wind and resolve exterior, disperse accumulation and fortify stomach, quicken blood and dissipate stasis.","Wind-cold common cold, food accumulation and qi stagnation, distending pain in stomach duct and abdomen, stasis swelling from knocks and falls, wind papules, snake bite.",,,,,HERB006212,,6648.0,,
HVM3954,新美风毛菊,XIN MEI FENG MAO JU,New Beauty Saussurea,Saussurea neopulchella,,,,,,,,,,HERB006213,,5221.0,,
