HVPID,name,Prescription Composition,Instructions,Treatment Symptoms,Source Document
HVP4871,石葛汤,石膏5两，葛根（锉）5钱，生姜（锉）5钱。,,饮酒过多，大醉难醒。[Drinking too much makes it hard to wake up.(Machine translation.)],《寿世保元》卷二。
HVP4872,补胃汤,山药（炒）、扁豆（炒）、甘草（炙）、饴糖。,,除中。[Except in the middle.(Machine translation.)],《证因方论集要》卷二引黄锦芳方。
HVP4873,二妙汤,甘草1斤，威灵仙（各切片）1斤。,,"一切风痹瘫痪，筋骨疼痛，并大麻恶风。[All wind paralysis, muscle pain, and hemp evil wind.(Machine translation.)]",《绛囊撮要》。
HVP4874,清上饮,柴胡、黄芩、赤芍、厚朴、枳实、栀子、郁金、黄连、半夏、青皮、大黄、芒消、甘草。,,"心胃刺痛，并两胁肋痛，呕吐胸痞，大便坚，六脉数，或发热口干。[Heart and stomach tingle, and two flank rib pain, vomiting, chest distension, stool firm, six pulse number, or fever, dry mouth.(Machine translation.)]",《寿世保元》卷五。
HVP4875,滋阴清火散,当归2钱，生地黄3钱，熟地黄3钱，黄柏2钱，知母2钱，黄芩3钱，黄连8分，木通3钱，桑白皮3钱。,,小便淋沥疼痛。[Pain in urination.(Machine translation.)],《寿世保元》卷五。
HVP4876,清热胜湿汤,苍术5分（米泔制），黄柏5分（盐水炒），羌活5分，白芍5分（酒炒），陈皮5分（去白），牛膝5分（去芦，酒洗），木瓜5分，杜仲5分（姜汁炒），威灵仙5分，泽泻5分，甘草3分。,,腰胯湿热作痛者。[Waist and hip pain caused by damp heat.(Machine translation.)],《寿世保元》卷五。
HVP4877,清热胜湿汤,黄柏、黄连、泽泻、苍术、厚朴、白茯苓、陈皮、甘草。,,"身湿腹痛，肠中作响，痛泻交作，脉弦数者。[Body wet abdominal pain, bowel sound, pain diarrhea, pulse string number.(Machine translation.)]",《症因脉治》卷四。
HVP4878,祛风解毒汤,黄连1钱，黄芩1钱，连翘1钱5分，赤芍1钱，枳壳（麸炒）1钱，大黄（酒蒸）1钱5分，苦参1钱5分，黄柏1钱，槐花1钱。,,痔疮肿痛初起。[Hemorrhoids swelling and pain at the beginning.(Machine translation.)],《寿世保元》卷五。
HVP4879,江侯秘传药酒,五加皮8两，川牛膝（去芦）3两，杜仲（酒炒）3两，当归3两，生地黄3两，地骨皮2两。,,"脚气，脚膝肿痛，手足痛。[Beriberi, swelling and pain of feet and knees, pain of hands and feet.(Machine translation.)]",《寿世保元》卷五。
HVP4880,迎气防风汤,防风5分，羌活5分，陈皮5分，人参5分，甘草5分，藁本3分，青皮3分，白豆蔻2分，黄柏2分，升麻4分，柴胡1钱，黄耆（蜜水炒）1钱。,,"风热乘肺，肺气郁甚，肩背痛，汗出，小便数而少。[Wind heat with lung, lung qi depression, shoulder and back pain, sweating, less urine.(Machine translation.)]",《寿世保元》卷五。功效:泻风热。
HVP4881,白虎解毒汤,石膏、知母、黄连、黄芩、黄柏、栀子、甘草。,,"麻疹已出，谵语烦躁，作渴者。[Measles has come out, delirium, dysphoria, thirst.(Machine translation.)]",《寿世保元》卷八。
HVP4882,益阳散,天南星。,,"小儿吐泻不止，或攻伐过多，四肢发厥，虚风不省人事。[Infantile vomiting and diarrhea, or attack cutting too much, limb syncope, empty wind unconscious.(Machine translation.)]",《寿世保元》卷八。
HVP4883,故纸散,破故纸。,,小儿遗尿。[Infantile enuresis.(Machine translation.)],《寿世保元》卷八。
HVP4884,清热化滞汤,黄连（吴茱萸煎汤，拌炒）、白芍药、陈皮、白茯苓（去皮）、枳壳（去瓤，炒）、黄芩、甘草。,,痢疾。[Dysentery.(Machine translation.)],《寿世保元》卷八。
HVP4885,南极寿星汤,胆星、防风、白附子、蝉退、薄荷、甘草。,,"小儿急惊搐搦，眼翻口噤，摇头，天吊，痰嗽喘热。[Children with sudden convulsions, eyes turned, mouth shuddered, shaking his head, hanging in the sky, phlegm cough, asthma and heat.(Machine translation.)]",《寿世保元》卷八。
HVP4886,净脓汤,甘草4两。,,"肺痈。咳嗽吐脓血，腥臭不可闻。[Lung carbuncle. Cough spit pus blood, smell.(Machine translation.)]",《寿世保元》卷六。
HVP4887,醉翁仙方,白头翁1斤（去叶，用根）。,,遍身疙瘩成块如核，不红不痛，皆痰流注而成结核。[The lumps all over the body are like nuclei. They are neither red nor painful. They are all caused by phlegm.(Machine translation.)],《寿世保元》卷六。
HVP4888,加味清胃散,黄连（炒）1钱5分，生地黄1钱，牡丹皮1钱，当归1钱，升麻2钱，犀角、连翘、甘草。,,"脾胃有热，口舌生疮，齿龈腐烂疼痛，或吐血。醇酒厚味，唇齿作痛，或齿龈溃烂，或连头面颈项作痛。妊娠吐衄。牙疼出血口臭。胃火吐血。[There is heat in the spleen and stomach, sores in the mouth and tongue, rotten gums, pain, or hematemesis. Mellow wine taste, labial tooth ache, or gingival ulceration, or even head, face and neck pain. Vomiting during pregnancy. Toothache, bleeding, bad breath. Hematemesis due to stomach fire.(Machine translation.)]",《校注妇人良方》卷二十四。
HVP4889,人参化斑汤,人参3钱，石膏1两，知母2钱5分，当归3钱，紫草茸3钱，白茯苓（去皮）3钱，甘草3钱。,,"斑疹，因内热发出皮肤，如蚊虫之啮，热甚烦渴，脉洪数者。[Macular rash is caused by internal heat, such as the bite of mosquitoes, fever and thirst, and pulse flood.(Machine translation.)]",《寿世保元》卷四。功效:清热降火，凉血气。
HVP4890,立止水泻方,车前1钱，泽泻1钱，厚朴1钱2分（姜汁炒）。,,水泻。[watery diarrhoea.(Machine translation.)],《寿世新编》卷上。
HVP4891,苍术酒,苍术30斤（洗净，打碎，以东流水3石浸20日）。,,"诸般风湿，疮疡，脚气下重。[All kinds of rheumatism, sore, beriberi under heavy.(Machine translation.)]",《寿世青编》卷下。
HVP4892,莱菔子粥,莱菔子3合。,,"老年慢性气管炎，肺气肿，咳嗽多痰，胸闷气喘，不思饮食，嗳气腹胀。[Elderly chronic tracheitis, emphysema, cough, phlegm, chest tightness, asthma, do not want to eat, belching abdominal distension.(Machine translation.)]",《寿世青编》卷下。功效:化食除胀，利大小便，止气痛。化痰平喘，行气消食。
HVP4893,紫草散,紫草1两（锉）。,,小便卒淋涩痛。[I have a pain in my urine.(Machine translation.)],方出《圣惠》卷五十八，名见《圣济总录》卷九十六。
HVP4894,白附子香连丸,黄连1分，木香1分，白附子（大者）2个。,,"肠胃气虚，暴伤乳哺、冷热相杂、泻痢赤白，里急后重、腹痛扭撮、昼夜频并、乳食减少。[Qi deficiency of intestines and stomach, severe injury, breast feeding, mixed cold and heat, diarrhea, red and white, tenesmus, abdominal pain, frequent day and night, reduced milk intake.(Machine translation.)]",《小儿药证直诀》卷下。
HVP4895,小红丸,天南星（末）1两（生），朱砂半两（研），巴豆1钱（取霜）。,,"乳癖、惊风、食痫、诸疳。风热。[Mastitis, convulsion, food epilepsy, malnutrition. The wind is hot.(Machine translation.)]",《小儿药证直诀》卷下。功效:化痰涎，宽膈，消乳癖，化惊风。
HVP4896,金药,丹参5钱，茯神5钱，龙齿3钱，琥珀3钱，辰砂2钱，橘红4钱，半夏4钱，天麻5钱，石菖蒲2钱。,,"小儿受惊，气散神浮，发热；其热必夜甚，外无表证，内无停滞，但见额上及眉宇间赤色，印堂青色睡中惊，烦躁不宁。[The children are frightened, the Qi is scattered, the spirit is floating, and the fever occurs; The heat will be very hot at night, no external evidence, no stagnation, but see the forehead and brow between red, Yin Tang blue, sleep in shock, restless.(Machine translation.)]",《小儿诸热辨》。
HVP4897,畅肺饮,前胡、桔梗、防风、荆芥、杏仁、枳壳、甘草。,,"小儿本有痰热，复感风寒，发热咳嗽，痰呜喘筑，甚至鼻煽口张，面青目直。[Children have phlegm heat, cold, fever, cough, phlegm, even nasal fan mouth, face green eyes straight.(Machine translation.)]",《小儿诸热辨》。
HVP4898,流气饮,人参、白术、茯苓、甘草、青皮、陈皮、白芷、乌药、木香。,,痘疮。[Acne.(Machine translation.)],《慈幼新书》卷六。
HVP4899,玉池散,寒水石（烧通红，研细）1两，细辛（去苗叶土）半两，胡椒半两，荆芥穗2钱半。,,牙齿疼痛不可忍。[The pain in the teeth is unbearable.(Machine translation.)],《御药院方》卷九。
HVP4900,木香饼子,缩砂仁12两，檀香4两，甘松（洗）5两，丁香4两半，蓬莪术10两，木香2两半。,,"脾经虚冷，胃脘寒痰，胸膈噎痞，口淡舌涩，心腹撮痛，呕逆宿水，胁下疼闷，喘满气急，倦怠少力，全不思食。[Deficiency and cold of spleen meridian, cold phlegm in stomach, choking and distending of chest and diaphragm, light mouth and astringent tongue, pain in heart and abdomen, vomiting and stagnant water, pain and depression in hypochondriac region, gasping and shortness of breath, tiredness and lack of energy, and no appetite.(Machine translation.)]",《局方》卷三(绍兴续添方)。功效:宽胸膈，散滞气，消停寒，美饮食。
HVP4901,丁香脾积丸,三棱（去毛，醋浸，煨）5钱，莪术（去皮土，制）5钱，丁香5钱，木香5钱，青皮（去瓤）3钱，乌梅（烧存性）3钱，猪牙皂（烧存性）3钱，巴豆（去壳取肉）49粒。,,痘中伤食。[Food is hurt by pox.(Machine translation.)],《痘疹心法》卷二十二。
HVP4902,小乌沉汤,乌药1钱，甘草1分，香附2钱。,,癫病鼻血不止。[Epileptic nosebleed.(Machine translation.)],《嵩崖尊生》卷八。
HVP4903,消风百解散,荆芥4两，白芷4两，陈皮（洗，去白）4两，苍术4两，麻黄（去节）4两，甘草（炙）2两。,,"四时伤寒，身体烦疼，四肢倦怠，行步喘乏，及寒壅咳嗽，鼻塞声重，涕唾稠粘，痰涎壅盛，气急满闷者。感冒风邪，发热自汗。[Four typhoid fever, body pain, limb fatigue, walking and panting lack, and cold cough, nasal congestion, heavy voice, mucus, phlegm and saliva congestion, shortness of breath. Cold wind evil, fever and spontaneous sweating.(Machine translation.)]",《局方》卷二（宝庆新增方）。
HVP4904,川楝散,川楝子（蒸，去皮核）4两，破故纸（炒）4两，茴香（炒）4两，干姜（炮）1两，葫芦巴（酒浸，炒）3两，附子（炮，去皮脐）1两半。,,"膀胱小肠气痛，脐下撮疼，上冲心腹，面色萎黄，脚下隐痛，四肢倦怠，不思饮食，夜多旋溺，外肾瘙痒。[Bladder and small intestine pain, pain under the umbilicus, rush to the heart and abdomen, pale complexion, foot pain, limb fatigue, do not want to eat, excessive night drowning, pruritus of the external kidney.(Machine translation.)]",《局方》卷五（宝庆新增方）。
HVP4905,黄耆六一汤,黄耆（去芦，蜜炙）6两，甘草（炙）1两。,,"气虚津伤，肢体劳倦，口常干渴，面色萎黄，不思饮食；或先渴而后生疮疖，或患痈疽之后而口渴；或卫虚自汗；或痔漏脓水不绝。[Qi deficiency, body fatigue, mouth often thirsty, pale, do not want to eat; Or thirsty first and then boils, or suffering from carbuncle and then thirsty; Or self sweating due to Wei deficiency; Or hemorrhoids and abscesses.(Machine translation.)]",《局方》卷五（宝庆新增方）。功效:平补气血，安和脏腑。
HVP4906,黄耆六一汤,黄耆（炙）6钱，甘草（炙）1钱，白术3钱，白芍药3钱。,,虚劳自汗。[Fatigue and self perspiration.(Machine translation.)],《直指》卷九。
HVP4907,羊肉丸,川楝子（炒）3两，续断（炒，去丝）3两，茯苓3两，茴香3两，补骨脂（炒）3两，附子（炮，去皮脐）3两，葫芦巴（微炒）3两，山药（炒）2两，桃仁（麸炒，去皮尖，别研）2两，杏仁（麸炒，去皮尖，别研）2两。,,"真阳耗竭，下元伤惫，耳轮焦枯，面色黧黑，腰重脚弱，元气衰微。[The true Yang is exhausted, the lower yuan is exhausted, the earrings are scorched, the face is swarthy, the waist is heavy, the feet are weak, and the vitality is weak.(Machine translation.)]",《局方》卷五（续添诸局经验秘方）。功效:固真补气，益精驻颜。
HVP4908,茯菟丸,菟丝子5两，白茯苓3两，石莲子（去壳）2两。,,"心气不足，思虑太过，肾经虚损，真阳不固，溺有余沥，小便白浊，梦寐频泄。[Deficiency of heart qi, excessive thinking, deficiency of kidney meridian, unsound true Yang, excessive urine, frequent discharge of dreams.(Machine translation.)]",《局方》卷五（续添诸局经验秘方）。功效:镇益心神，补虚养血，清小便。
HVP4909,青解毒丸,寒水石（研）16两，石膏（研）16两，青黛8两。,,"五脏积热，毒气上攻，胸膈烦闷，咽喉肿痛，赤眼痈肿，头面发热，唇口干燥，两颊生疮，精神恍惚，心忪闷乱，坐卧不宁，及伤暑毒，面赤身热，心躁烦渴，饮食不下。并治小儿惊风潮热，痰涎壅塞。[Five viscera accumulation of heat, gas attack, chest and diaphragm distress, sore throat, red eye carbuncle, head and face fever, dry lips and mouth, sore cheeks, trance, heart bleary, depressed, restless, and injury heat poison, face naked heat, heart irritable and thirsty, diet. The treatment of infantile convulsion, hot flashes, phlegm and saliva obstruction.(Machine translation.)]",《局方》卷八（吴直阁增诸家名方）。
HVP4910,小黄连阿胶丸,肉豆蔻1两，茯苓（去皮）1两，诃子（炮，去核）1两，黄连（去须，微炒）2两。,,"小儿乳食无度，冷热不调，下痢赤白，或如鱼脑，白多赤少，后重腹痛，烦渴引饮，小便不利，便圊频数，食减少力。[Children have excessive milk and food, irregular heat and cold, diarrhea, red and white, or fish brain, more white and less red, heavy abdominal pain, thirst and drinking, adverse urination, frequent defecation, and less food.(Machine translation.)]",《局方》卷十。
HVP4911,三倍汤,干姜1两（炮），草果2两（去皮），白术3两（炒）。,,"疟疾时行、湿多风少，寒甚热微，全不进食。[Malaria is seasonal, wet and windy, cold and hot, and does not eat at all.(Machine translation.)]",《魏氏家藏方》卷二。
HVP4912,快汤,甘草（炙）18两，干姜（炮）2斤半，粟米（炒）30两，桔梗（炒）3斤。,,"脾胃虚冷，酒食所伤，胸膈不快，呕逆恶心，吞酸吐水，口淡舌涩，不思饮食。[Spleen and stomach deficiency cold, wine and food injury, chest and diaphragm is not fast, nausea, acid and water vomiting, light mouth, tongue astringent, do not want to eat.(Machine translation.)]",《局方》卷十（续添诸局经验秘方）。
HVP4913,小驻车丸,当归（去芦）2两，诃子（炮，去核）1两，干姜（炮）3分，黄连（去须）3分。,,"小儿冷热不调，或乳哺失节，泄泻不止，或下痢鲜血，或赤多白少、腹痛后重，肠胃虚滑，便数频并，减食困倦，一切泻痢。[Children's irregular heat and cold, or milk feeding, diarrhea, or diarrhea blood, or red more white less, abdominal pain after heavy, stomach empty slip, and frequency, reduce food drowsiness, all diarrhea.(Machine translation.)]",《局方》卷十（续添诸局经验秘方）。
HVP4914,温中化痰丸,干姜（炮）1两，半夏（煮）1两，细辛（去叶，洗）半两，胡椒半两，白术（焙）2两。,,"停痰留饮，胸膈满闷，头眩目运，好卧减食，咳嗽呕吐，气短恶心；或饮酒过多，或引饮无度，或过伤生冷，痰涎并多，呕哕恶心。[Stop phlegm and drink, chest diaphragm full of stuffy, dizziness, good sleep, reduce food, cough and vomiting, shortness of breath and nausea; Or drink too much, or drink too much, or too cold, phlegm and saliva, nausea.(Machine translation.)]",《局方》卷四（吴直阁增诸家名方）。
HVP4915,牛黄八宝丸,人工牛黄20g，羚羊角30g，犀角30g，珍珠4g，冰片20g，朱砂4g，玄参30g，浙贝母30g，黄连30g，羌活30g，雄黄50g，青黛20g，紫花地丁200g，金银花200g，菊花200g，乳香（醋炒）30g，紫草50g，没药（醋炒）30g，甘草50g。,,"痧疹不透，烦躁不宁，热毒内闭，周身发斑及疹后余毒疮疡。[The skin rash is impenetrable, irritable and restless, the heat toxin is closed inside, and the whole body has spots and residual toxic sores after the rash.(Machine translation.)]",《山东省药品标准》。功效:清热凉血，活血解毒。
HVP4916,解毒消炎丸,丁香450g，雄黄200g，蟾酥200g，朱砂150g。,,"痈、疖、疔疮，毒虫咬伤，乳蛾，喉风，喉痛，一般咽喉红肿疼痛。[Carbuncle, furuncle, sore, poisonous insect bite, breast moth, laryngopathy, sore throat, general sore throat.(Machine translation.)]",《山东省药品标准》。功效:解毒，消肿，止痛。
HVP4917,二气香薷饮,香薷（净叶）2两，黄连（去须）2两，厚朴2两，生姜4两。,,一切暑毒。[All summer poison.(Machine translation.)],《岭南卫生方》卷中。
HVP4918,升阳散,苍术3钱，防风1钱5分，黄连5分，木香5分，厚朴1钱，陈皮1钱，枳壳1钱，甘草4分。,,"痢疾外挟风邪，恶寒发热，身头痛。[Dysentery with wind evil, aversion to cold and fever, body headache.(Machine translation.)]",《嵩崖尊生》(锦章本)卷九。
HVP4919,五味汤,鳗鲡鱼、五味子（研末）。,,"肾腰间湿痹，脚气。[Kidney waist dampness arthralgia, beriberi.(Machine translation.)]",《普济方》卷三十二。功效:补益。
HVP4920,樟木煎,樟木。,,"搅肠瘀（干霍乱）。腹痛甚，四肢冷。[Intestinal stasis (dry cholera). Abdominal pain, cold limbs.(Machine translation.)]",《嵩崖尊生》卷七。
HVP4921,排脓汤,甘草2两，桔梗3两，生姜1两，大枣10枚。,,"疮痈，肠痈。[Sore carbuncle, bowel carbuncle.(Machine translation.)]",《金匮》卷中。功效:行气血，和荣卫。开提肺气，调和营卫。
HVP4922,养脾汤,茯苓1两，白术2两，丁香半两，干姜1两（炮），人参半两，甘草半两。,,"伤寒后，脾胃气不和。[After typhoid fever, the spleen and stomach are disharmonious.(Machine translation.)]",《普济方》卷一四六引《保生回车论》。
HVP4923,平胃保和汤,苍术1钱，厚朴1钱，枳实1钱，陈皮1钱，莱菔1钱，山楂1钱，香附1钱，炙草5分。,,"食积，心痛如有物不得下。[Food accumulation, heartache, if there is something not under.(Machine translation.)]",《嵩崖尊生》卷九。
HVP4924,散疟汤,柴胡2钱，何首乌5钱，白术5钱，青皮2钱。,,"春月伤风8-9日，病如疟状，发热恶寒，热多寒少，口不呕吐。[Spring month cold 8-9, the disease is like malaria, fever and aversion to cold, more heat and less cold, mouth does not vomit.(Machine translation.)]",《辨证录》卷五。
HVP4925,解疫汤,苍术1两，防风1钱，白术1钱，白芍1钱，羌活1钱。,,疫痢。[Epidemic diarrhea.(Machine translation.)],《嵩崖尊生》卷九。
HVP4926,参苓养胃汤,人参1钱，茯苓1钱，苍术4钱，厚朴2钱，陈皮2钱，炙草1钱。,,"腹肋胀满，呕嗳酸痛，肌瘦面黄。[Abdominal rib fullness, nausea and pain, muscle thin, yellow face.(Machine translation.)]",《嵩崖尊生》卷九。
HVP4927,水煮金花汤,生姜3钱，六一散3钱。,,上吐下泻。[Diarrhea and vomiting.(Machine translation.)],《嵩崖尊生》卷九。
HVP4928,虚六散,滑石5钱，甘草1钱，黄连1钱，吴萸2分。,,"湿热所致吞酸，泻泄，肛门热。[Dampness heat causes acid swallowing, diarrhea and anal heat.(Machine translation.)]",《嵩崖尊生》卷九。
HVP4929,漏风汤,黄耆6钱，甘草1钱，防风2钱，麻黄根2钱，桂枝2钱。,,"醉后当风，不论冬夏，额上常有汗出。[Drunk when the wind, regardless of winter and summer, the forehead often sweat.(Machine translation.)]",《嵩崖尊生》卷八。
HVP4930,气虚散,石菖蒲1钱，人参1钱，甘草1钱，当归2钱，木通2钱，骨碎补2钱。,,气虚耳鸣、耳聋。[Qi deficiency tinnitus and deafness.(Machine translation.)],《嵩崖尊生》卷六。
HVP4931,白鲜汤,白鲜皮7分，麦冬7分，茯苓7分，杏仁7分，细辛7分，白芷7分，桑白皮1钱，石膏1钱。,,鼻干痛。[Dry nose.(Machine translation.)],《嵩崖尊生》卷六。
HVP4932,牛蒡汤,牛蒡子1钱，升麻，黄药子，玄参，浮萍，桔梗，甘草，天花粉。,,喉中生疮，喉痹。[Sore in the throat.(Machine translation.)],《嵩崖尊生》卷六。
HVP4933,牛蒡汤,牛蒡子3两（略炒，研碎），大黄1两半，防风（去芦）1两，薄荷（去老梗）1两，荆芥（去根者梗）4两，甘草1两1钱半。,,"小儿伤风发热烦躁，鼻塞气喘，痰嗽惊啼；及诸疮赤紫丹毒，咽喉肿痛。[Children with cold, fever, dysphoria, stuffy nose, asthma, cough and crying; And all sores red purple erysipelas, sore throat.(Machine translation.)]",《活幼心书》卷下；
HVP4934,黄连香薷饮,香薷4钱，厚朴2钱，黄连2钱，甘草1钱，羌活2钱。,,"暑风。中暑搐搦，不省人事，脉浮而虚。[Summer wind. Heat stroke tetany, unconscious, pulse floating and empty.(Machine translation.)]",《嵩崖尊生》卷十一。
HVP4935,酒连汤,黄连2钱。,,暑病发热呕恶。[Heat sickness is febrile and disgusting.(Machine translation.)],《嵩崖尊生》卷十一。
HVP4936,胜湿汤,羌活、苍术、防风、猪苓、泽泻、黄柏、黄连、甘草。,,"风湿，夏月身重如山。[Rheumatism, summer month body heavy as a mountain.(Machine translation.)]",《嵩崖尊生》卷十一。功效:除湿。
HVP4937,收束散,山药1钱，莲须1钱，益智仁1钱。,,小便数而多。[He urinates a lot.(Machine translation.)],《嵩崖尊生》卷十三。
HVP4938,凤髓丹,黄柏2钱，砂仁1钱，甘草5分，猪苓2分半，茯苓2分半，黄连2分半，白芷2分半，益智仁2分半，芡实。,,"忽心有所动，寐即遗精。[Suddenly the heart moves, the sleep is the spermatorrhea.(Machine translation.)]",《嵩崖尊生》卷十三。
HVP4939,柴桂汤,柴胡1钱，桂枝3分，花粉5分，牡蛎2分，炮姜2分，炙草2分。,,"妇人热病，经来寒热如疟，狂妄。[Woman fever, cold and hot as malaria, arrogance.(Machine translation.)]",《嵩崖尊生》卷十二。
HVP4940,消痰煎,陈皮8分，半夏8分，山楂8分，柴胡8分，甘草3分，青皮7分，枳实7分，苍术6分，厚朴6分。,,疟疾痰多者。[Malaria and phlegm.(Machine translation.)],《嵩崖尊生》卷十五。
HVP4941,托里消毒汤,黄耆1钱半，白术1钱，茯苓8分，陈皮5分，赤芍7分，当归7分，桔梗1钱，防风5分，荆芥5分，连翘5分，炙甘草5分。,,"痘疮11-12日，半收半敛之际。[Acne 11-12, half closed half convergence.(Machine translation.)]",《嵩崖尊生》卷十五。
HVP4942,解毒和中汤,防风5分，荆芥5分，泽泻5分，猪苓5分，陈皮5分，连翘7分，黄芩7分，茯苓7分，前胡7分，贝母7分，甘草2分。,,斑疹泄泻。[Rash and diarrhea.(Machine translation.)],《嵩崖尊生》卷十五。
HVP4943,柴胡枳壳汤,柴胡7分，枳壳7分，赤芍7分，大黄1钱，甘草4分。,,"小儿出疹，腹胀气促。[Children with rash, abdominal distension and shortness of breath.(Machine translation.)]",《嵩崖尊生》卷十五。
HVP4944,开滞汤,白芍1钱6分，五灵脂1钱6分，木通1钱6分。,,妇人脐腹痛甚。[The woman's umbilicus and abdomen are very painful.(Machine translation.)],《嵩崖尊生》卷十四。
HVP4945,散邪饮,羌活6分，柴胡6分，紫苏6分，陈皮6分，苍术7分，厚朴7分，半夏7分，青皮7分。,,疟疾初起。[Malaria is on the rise.(Machine translation.)],《嵩崖尊生》卷十四。
HVP4946,远志饮子,远志、当归、防风、黄耆、白术、甘草。,,"风入大肠，传为风痢，脓血并见，但里急后重而腹不痛者。[The wind into the large intestine, spread to wind dysentery, pus and blood, but in urgent and heavy and abdominal pain.(Machine translation.)]",《己任编》卷一。
HVP4947,远志饮子,远志、枣仁、茯神、人参、黄耆、当归、麦冬、石斛、甘草。,,虚烦而无痰饮者。[Those who are empty and vexed but have no phlegm.(Machine translation.)],《己任编》卷七。
HVP4948,痰饮丸,苍术90g，白术90g，莱菔子90g，肉桂30g，附片45g，甘草45g，白芥子45g，苏子60g。,,"慢性咳嗽，气促，痰多稀薄，受寒易犯病，可用于老年慢性支气管炎。[Chronic cough, shortness of breath, thin phlegm, cold prone to disease, can be used for elderly chronic bronchitis.(Machine translation.)]",《常见病的中医治疗研究》。功效:温肺散寒，理气化痰。
HVP4949,肝炎冲剂,柴胡9g，当归9g，赤芍9g，白芍9g，陈皮9g，枳壳9g，郁金9g，香附12g，丹参15g，玄参15g，茵陈30g，板蓝根30g，败酱草30g。,,传染性无黄疸型肝炎。[Infectious non icteric hepatitis.(Machine translation.)],《常见病的中医治疗研究》。功效:疏肝解郁，清热解毒。
HVP4950,白膏药,蓖麻子（去皮，研为泥）。,,"痈疽，恶疮，发背，附骨痈。[Carbuncle, ulcers, hair back, bone carbuncle.(Machine translation.)]",《普济方》卷二八四。功效:消肿散毒。
HVP4951,防风饮子,蔓荆子1钱半，黄耆（生）1钱半，黄连1钱半，甘草（炙）1钱，防风1钱，葛根1钱，细辛3分。,,"倒睫拳毛，眦睑赤烂。[Trichiasis, red and rotten canthus.(Machine translation.)]",《张氏医通》卷十五。
HVP4952,搜胃散,大黄2两，桔梗2两，元参2两，防风2两，车前子2两，细辛2两，芒消2两，黄芩2两。,,"小儿眼睑生赘外障，此眼初患时，因脾胃壅毒冲眼，脸眦生肉，小如麻米，后渐长大，摩隐瞳人，赤涩泪出。[Children's eyelids have redundant external obstacles. When this eye first developed, it was flushed with poison from the spleen and stomach. The flesh on the canthus of the face was as small as hemp rice. Later, it gradually grew up, covered the pupils, red and astringent, and burst into tears.(Machine translation.)]",《幼幼新书》卷三十三引《龙木论》。
HVP4953,益母散,生地黄1两，益母草1两，当归半两，黄耆半两。,,"妊娠从高坠下，腹痛下血，烦闷。[Pregnancy from high fall, abdominal pain under the blood, boring.(Machine translation.)]",方出《妇人良方》卷十二，名见《医方类聚》卷二二四引《胎产救急方》。
HVP4954,金露散,郁金半两，甘草（锉，生）2两，滑石半钱。,,"心脏热，口疮目赤，尿如米泔。[Heart heat, mouth sores, red eyes, urine such as rice hogwash.(Machine translation.)]",《幼幼新书》卷三十引《吉氏家传》。
HVP4955,金露散,人参3分，白术3分，五味子3分，甘草1分。,,咳嗽。[Cough.(Machine translation.)],《鸡峰》卷十一。功效:平补气。平顺肺气。
HVP4956,泥脐方,滑石1升（末）。,,小儿小便不通。[Children's urination is blocked.(Machine translation.)],《幼幼新书》卷三十引《婴孺方》。
HVP4957,解肌丸,防风1分，地骨皮1分。,,"外搏风邪，内挟痰饮，热在上焦，寒热往来，烦渴颊赤，心忪减食，咳嗽有血。[External wind evil, internal phlegm, heat in Shangjiao, cold and heat exchanges, thirst, red cheeks, heart bleary, reduce food, cough with blood.(Machine translation.)]",《幼幼新书》卷三十引《王氏手集》方。
HVP4958,辰砂散,滑石1两，寒水石1两，甘草1两，辰砂5分。,,"伤寒内热不解，心烦恍惚，小便赤色，烦渴。[Typhoid fever fever, confused, confused, urine red, thirsty.(Machine translation.)]",《活人心统》卷一。
HVP4959,普救散,甘草4两，生姜2斤（切作片子），苍术1斤（锉，削术尤佳）。,,"伤寒不问阴阳表里，但3日以前未分者。[Typhoid does not ask the exterior and interior of yin and Yang, but has not been separated before 3 days.(Machine translation.)]",《百一》卷七引王叔咸方。
HVP4960,宽中汤,枳壳、当归、赤茯苓、生地黄、甘草、赤芍。,,"痘疮，误服温燥，阳盛阴虚，津竭便结。[Acne, mistakenly take warm dry, Yang Sheng Yin deficiency, Jin Jie Jie.(Machine translation.)]",《痘疹传心录》卷十五。
HVP4961,流星散,半夏14枚（大者，生用），胡椒49粒。,,"小儿胃气虚冷，痰吐呕逆。[Children's stomach qi deficiency and cold, phlegm vomiting.(Machine translation.)]",《幼幼新书》卷二十七引《九（艹龠）卫生方》。
HVP4962,香砂丸,乳香1钱，朱砂1钱，半夏1两（汤洗7遍，姜汁炒黄）。,,"小儿霍乱，吐泻不定。[Infantile cholera, vomiting and diarrhea.(Machine translation.)]",《幼幼新书》卷二十七引《张氏家传》。
HVP4963,香砂丸,香附、白术、砂仁。,,妇人胎前产后噎膈，属气多者。[Women with pre - and postpartum choking diaphragm belong to those with excessive Qi.(Machine translation.)],《郑氏家传女科万金方》卷二。
